instance,scope,version,variant,seed,source_file,constraint_type,index_0_based,observed_value,operator,limit,slack,satisfied,item_weight,class_setup_weight,items_0_based,classes_0_based,knapsacks_0_based,rule,instance_file
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,106,1,<=,2,1,true,,,,[106],[28],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,107,1,<=,2,1,true,,,,[107],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,108,1,<=,2,1,true,,,,[108],[17],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,109,1,<=,2,1,true,,,,[109],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,110,1,<=,2,1,true,,,,[110],[28],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,111,1,<=,2,1,true,,,,[111],[12],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,112,1,<=,2,1,true,,,,[112],[15],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,113,1,<=,2,1,true,,,,[113],[14],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,114,1,<=,2,1,true,,,,[114],[27],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,115,1,<=,2,1,true,,,,[115],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,116,1,<=,2,1,true,,,,[116],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,117,0,<=,2,2,true,,,,[117],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,118,1,<=,2,1,true,,,,[118],[26],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,119,1,<=,2,1,true,,,,[119],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,120,1,<=,2,1,true,,,,[120],[21],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,121,1,<=,2,1,true,,,,[121],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,122,0,<=,2,2,true,,,,[122],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,123,1,<=,2,1,true,,,,[123],[11],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,124,1,<=,2,1,true,,,,[124],[10],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,125,1,<=,2,1,true,,,,[125],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,126,2,<=,2,0,true,,,,[126],"[5,22]",Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,127,1,<=,2,1,true,,,,[127],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,128,1,<=,2,1,true,,,,[128],[25],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,129,1,<=,2,1,true,,,,[129],[27],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,130,1,<=,2,1,true,,,,[130],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,131,0,<=,2,2,true,,,,[131],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,132,1,<=,2,1,true,,,,[132],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,133,0,<=,2,2,true,,,,[133],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,134,1,<=,2,1,true,,,,[134],[10],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,135,0,<=,2,2,true,,,,[135],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,136,1,<=,2,1,true,,,,[136],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,137,1,<=,2,1,true,,,,[137],[27],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,138,1,<=,2,1,true,,,,[138],[13],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,139,1,<=,2,1,true,,,,[139],[21],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,140,0,<=,2,2,true,,,,[140],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,141,0,<=,2,2,true,,,,[141],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,142,1,<=,2,1,true,,,,[142],[26],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,143,1,<=,2,1,true,,,,[143],[20],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,144,1,<=,2,1,true,,,,[144],[25],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,145,1,<=,2,1,true,,,,[145],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,146,1,<=,2,1,true,,,,[146],[23],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,147,1,<=,2,1,true,,,,[147],[10],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,148,1,<=,2,1,true,,,,[148],[13],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_2,global,static,full_static,24,runs/full30/tuned2/12_2_s24.json,class_knapsack_limit,149,1,<=,2,1,true,,,,[149],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_2.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,solution_length,,300,equal to,300,0,true,,,,,,The vector contains exactly one value per item: length(solution) = n_items.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,assignment_domain,,0,equal to,0,0,true,,,,,,Noninteger assignments or assignments outside 0..m = 0. Real knapsacks: 0..m-1. m = unassigned.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,0,210,<=,212,2,true,140,70,"[27,38,87,137]","[27,38,87,137]",[0],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,1,212,<=,212,0,true,137,75,"[2,35,50,114,131]","[2,35,50,114,131]",[1],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,2,212,<=,212,0,true,143,69,"[3,63,105,142,146]","[3,63,105,142,146]",[2],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,3,212,<=,212,0,true,189,23,"[154,157,165,190,204,219,228,235,242,251,252,253,254]",[64],[3],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,4,212,<=,212,0,true,135,77,"[47,70,92,122,143]","[47,70,92,122,143]",[4],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,5,212,<=,212,0,true,127,85,"[20,31,36,85]","[20,31,36,85]",[5],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,6,212,<=,212,0,true,128,84,"[53,56,61,101,108]","[53,56,61,101,108]",[6],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,7,212,<=,212,0,true,134,78,"[16,65,118,127]","[16,65,118,127]",[7],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,8,211,<=,212,1,true,139,72,"[4,58,86,103,121]","[4,58,86,103,121]",[8],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,9,210,<=,212,2,true,126,84,"[59,90,117,148]","[59,90,117,148]",[9],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,10,212,<=,212,0,true,139,73,"[7,73,81,133]","[7,73,81,133]",[10],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,11,212,<=,212,0,true,150,62,"[26,54,74,99]","[26,54,74,99]",[11],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,12,212,<=,212,0,true,129,83,"[68,100,102,112]","[68,100,102,112]",[12],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,13,209,<=,212,3,true,128,81,"[66,94,109,113]","[66,94,109,113]",[13],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,14,212,<=,212,0,true,116,96,"[13,57,76,134,140]","[13,57,76,134,140]",[14],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,15,212,<=,212,0,true,189,23,"[153,155,168,172,175,178,187,192,213,217,220,221,222,224,238,250,256,257,258,262,263,267,268,275,279,282,290,291,294]",[64],[15],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,16,212,<=,212,0,true,138,74,"[5,11,23,55,136]","[5,11,23,55,136]",[16],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,17,212,<=,212,0,true,137,75,"[1,9,44,125]","[1,9,44,125]",[17],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,18,212,<=,212,0,true,146,66,"[62,72,111,135]","[62,72,111,135]",[18],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,19,212,<=,212,0,true,130,82,"[8,17,107,110,119]","[8,17,107,110,119]",[19],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,20,211,<=,212,1,true,137,74,"[75,82,89,147]","[75,82,89,147]",[20],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,21,211,<=,212,1,true,138,73,"[46,48,71,96]","[46,48,71,96]",[21],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,22,212,<=,212,0,true,142,70,"[49,116,123,149]","[49,116,123,149]",[22],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,23,208,<=,212,4,true,132,76,"[37,79,126,139]","[37,79,126,139]",[23],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,24,211,<=,212,1,true,132,79,"[10,12,18,67,130]","[10,12,18,67,130]",[24],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,25,211,<=,212,1,true,135,76,"[40,52,91,138]","[40,52,91,138]",[25],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,26,211,<=,212,1,true,129,82,"[84,93,95,115]","[84,93,95,115]",[26],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,27,212,<=,212,0,true,136,76,"[77,98,132,141]","[77,98,132,141]",[27],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,28,212,<=,212,0,true,133,79,"[19,28,34,129]","[19,28,34,129]",[28],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,knapsack_capacity,29,212,<=,212,0,true,120,92,"[15,30,39,43,124]","[15,30,39,43,124]",[29],Sum of item weights + setup weight of each present class (once per class) <= capacity.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,0,0,<=,2,2,true,,,,[0],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,1,1,<=,2,1,true,,,,[1],[17],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,2,1,<=,2,1,true,,,,[2],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,3,1,<=,2,1,true,,,,[3],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,4,1,<=,2,1,true,,,,[4],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,5,1,<=,2,1,true,,,,[5],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,6,0,<=,2,2,true,,,,[6],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,7,1,<=,2,1,true,,,,[7],[10],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,8,1,<=,2,1,true,,,,[8],[19],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,9,1,<=,2,1,true,,,,[9],[17],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,10,1,<=,2,1,true,,,,[10],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,11,1,<=,2,1,true,,,,[11],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,12,1,<=,2,1,true,,,,[12],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,13,1,<=,2,1,true,,,,[13],[14],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,14,0,<=,2,2,true,,,,[14],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,15,1,<=,2,1,true,,,,[15],[29],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,16,1,<=,2,1,true,,,,[16],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,17,1,<=,2,1,true,,,,[17],[19],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,18,1,<=,2,1,true,,,,[18],[24],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,19,1,<=,2,1,true,,,,[19],[28],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,20,1,<=,2,1,true,,,,[20],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,21,0,<=,2,2,true,,,,[21],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,22,0,<=,2,2,true,,,,[22],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,23,1,<=,2,1,true,,,,[23],[16],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,24,0,<=,2,2,true,,,,[24],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,25,0,<=,2,2,true,,,,[25],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,26,1,<=,2,1,true,,,,[26],[11],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
12_3,global,static,full_static,25,runs/full30/tuned2_ext/12_3_s25.json,class_knapsack_limit,27,1,<=,2,1,true,,,,[27],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/12_3.inc
